Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Wilks,McCulloch,Glossbrenner,IPFPoints,Tested,Country,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetName
Régine Billard,F,SBD,Raw,60.5,60-64,60-69,Masters 3,66.8,72,65.0,70.0,-75.0,,70.0,30.0,32.5,35.0,,35.0,105.0,115.0,-122.5,,115.0,220.0,4,226.23,303.15,199.6,366.42,Yes,France,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Marie-Christine Liege,F,SBD,Raw,60.5,60-64,60-69,Masters 3,68.3,72,-90.0,-90.0,-90.0,,,62.5,67.5,-72.5,,67.5,110.0,120.0,-122.5,,120.0,,DQ,,,,,Yes,France,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Janice Francis,F,SBD,Raw,60.5,60-64,60-69,Masters 3,82.5,84,95.0,105.0,-110.0,,105.0,50.0,55.0,57.5,,57.5,112.5,120.0,132.5,,132.5,295.0,1,265.49,355.76,232.39,455.43,Yes,USA,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Linda Rousseau,F,SBD,Raw,62.5,60-64,60-69,Masters 3,79.8,84,-110.0,-110.0,110.0,,110.0,60.0,-65.0,-65.0,,60.0,92.5,107.5,122.5,,122.5,292.5,2,268.01,373.34,235.08,457.22,Yes,Canada,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Marit Pettersen,F,SBD,Raw,61.5,60-64,60-69,Masters 3,91.5,84+,105.0,110.0,115.0,,115.0,-57.5,57.5,-62.5,,57.5,137.5,145.0,-150.0,,145.0,317.5,1,272.51,372.25,236.49,471.55,Yes,Norway,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Sylvia Gaucher,F,SBD,Raw,62.5,60-64,60-69,Masters 3,97.1,84+,-97.5,97.5,-105.0,,97.5,55.0,-57.5,-57.5,,55.0,130.0,140.0,145.0,,145.0,297.5,2,249.95,348.19,215.5,433.81,Yes,Canada,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Janet Koenig,F,SBD,Raw,61.5,60-64,60-69,Masters 3,100.5,84+,80.0,-90.0,-90.0,,80.0,57.5,62.5,-65.0,,62.5,137.5,142.5,-145.0,,142.5,285.0,3,236.94,323.66,203.42,411.66,Yes,USA,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Janice Shulman,F,SBD,Raw,70.5,70-74,70-999,Masters 4,50.9,52,55.0,60.0,-62.5,,60.0,37.5,40.0,42.0,,42.0,80.0,88.0,93.0,,93.0,195.0,1,247.12,406.52,219.25,359.22,Yes,Canada,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Bebe Burns,F,SBD,Raw,74.0,70-74,70-999,Masters 4,51.24,52,50.0,55.0,-60.5,,55.0,37.5,-40.0,-40.0,,37.5,67.5,-72.5,-82.5,,67.5,160.0,2,201.74,362.12,178.93,286.86,Yes,USA,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Helen White,F,SBD,Raw,71.0,70-74,70-999,Masters 4,60.8,63,75.0,-80.0,80.0,,80.0,55.0,57.5,-60.0,,57.5,105.0,112.5,117.5,,117.5,255.0,1,281.4,473.03,248.59,443.6,Yes,USA,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Sharon Hernstadt,F,SBD,Raw,76.5,75-79,70-999,Masters 4,70.2,72,40.0,42.5,45.0,,45.0,30.0,35.0,-40.0,,35.0,80.0,85.0,90.0,,90.0,170.0,1,168.79,316.65,148.78,276.47,Yes,USA,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Regina Hackney,F,SBD,Raw,76.5,75-79,70-999,Masters 4,82.8,84,67.5,72.5,-75.0,,72.5,-47.5,47.5,50.0,,50.0,112.5,,,,112.5,235.0,1,211.1,396.01,184.73,363.42,Yes,USA,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Sergey Fedosienko,M,SBD,Raw,34.5,24-34,24-39,Open,58.43,59,205.0,220.0,227.5,,227.5,160.0,167.5,-171.5,,167.5,240.0,260.0,265.0,,265.0,660.0,1,576.88,576.88,564.18,866.09,Yes,Russia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Franklin León,M,SBD,Raw,33.5,24-34,24-39,Open,59.0,59,202.5,215.0,220.0,,220.0,130.0,140.0,145.0,,145.0,210.0,220.0,227.5,,227.5,592.5,2,513.21,513.21,501.63,762.52,Yes,Ecuador,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Dariusz Wszoła,M,SBD,Raw,38.5,35-39,24-39,Open,58.91,59,205.0,212.5,217.5,,217.5,140.0,145.0,150.0,,150.0,190.0,200.0,205.0,,205.0,572.5,3,496.59,496.59,485.43,734.86,Yes,Poland,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Bill Tenerelli,M,SBD,Raw,31.0,24-34,24-39,Open,58.49,59,187.5,197.5,200.0,,200.0,105.0,110.0,115.0,,115.0,232.5,245.0,-257.5,,245.0,560.0,4,489.0,489.0,478.21,721.35,Yes,USA,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Mohamed Lakehal,M,SBD,Raw,34.0,24-34,24-39,Open,59.0,59,207.5,222.5,-230.0,,222.5,-105.0,105.0,-112.5,,105.0,230.0,-237.5,-242.5,,230.0,557.5,5,482.89,482.89,472.0,712.45,Yes,Algeria,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Yi-Chun Lin,M,SBD,Raw,22.5,20-23,19-23,Open,58.37,59,195.0,-207.5,212.5,,212.5,110.0,-120.0,120.0,,120.0,210.0,220.0,-240.0,,220.0,552.5,6,483.38,483.38,472.77,711.8,Yes,Taiwan,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Ryhor Tsiareshchanka,M,SBD,Raw,27.5,24-34,24-39,Open,58.45,59,190.0,-195.0,-195.0,,190.0,115.0,-122.5,-122.5,,115.0,220.0,240.0,-245.0,,240.0,545.0,7,476.21,476.21,465.72,700.16,Yes,Belarus,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Takaharu Ebihara,M,SBD,Raw,36.5,35-39,24-39,Open,58.38,59,-190.0,190.0,-200.0,,190.0,-130.0,130.0,-140.0,,130.0,200.0,-215.0,-220.0,,200.0,520.0,8,454.87,454.87,444.88,664.83,Yes,Japan,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Dmitriy Vykhodtsev,M,SBD,Raw,27.5,24-34,24-39,Open,57.59,59,182.5,190.0,197.5,,197.5,120.0,127.5,-132.5,,127.5,180.0,190.0,-195.0,,190.0,515.0,9,456.34,456.34,446.67,665.45,Yes,Kazakhstan,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Oleksii Hlushenkov,M,SBD,Raw,24.5,24-34,24-39,Open,58.85,59,170.0,-175.0,-175.0,,170.0,120.0,127.5,-132.5,,127.5,-200.0,-200.0,210.0,,210.0,507.5,10,440.63,440.63,430.75,642.33,Yes,Ukraine,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Mehrdad Zafari,M,SBD,Raw,27.5,24-34,24-39,Open,58.55,59,-185.0,185.0,-190.0,,185.0,-120.0,-120.0,-120.0,,,210.0,-232.5,-232.5,,210.0,,DQ,,,,,Yes,Iran,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Sergey Gladkikh,M,SBD,Raw,27.5,24-34,24-39,Open,65.71,66,235.0,245.0,250.0,,250.0,145.0,155.0,160.0,,160.0,250.0,260.0,270.0,,270.0,680.0,1,535.87,535.87,520.82,814.06,Yes,Russia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Stephen Cascioli,M,SBD,Raw,25.5,24-34,24-39,Open,64.79,66,-227.5,232.5,242.5,,242.5,145.0,-150.0,-150.0,,145.0,240.0,255.0,-260.0,,255.0,642.5,2,512.3,512.3,498.25,772.98,Yes,Canada,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Alexander Kolbin,M,SBD,Raw,29.5,24-34,24-39,Open,65.41,66,225.0,232.5,-237.5,,232.5,147.5,-152.5,-152.5,,147.5,250.0,260.0,-265.0,,260.0,640.0,3,506.27,506.27,492.16,763.91,Yes,Russia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Antti Savolainen,M,SBD,Raw,38.5,35-39,24-39,Open,65.43,66,200.0,210.0,215.0,,215.0,150.0,155.0,-157.5,,155.0,260.0,-272.5,-272.5,,260.0,630.0,4,498.23,498.23,484.34,750.47,Yes,Finland,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Mariusz Grotkowski,M,SBD,Raw,27.5,24-34,24-39,Open,65.44,66,200.0,-210.0,210.0,,210.0,145.0,-150.0,150.0,,150.0,230.0,240.0,-242.5,,240.0,600.0,5,474.45,474.45,461.21,710.6,Yes,Poland,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Alex Ochoa,M,SBD,Raw,26.5,24-34,24-39,Open,65.86,66,205.0,-215.0,220.0,,220.0,132.5,-142.5,-142.5,,132.5,225.0,240.0,-250.0,,240.0,592.5,6,466.04,466.04,452.9,697.13,Yes,Ecuador,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Hiroki Ikegami,M,SBD,Raw,26.0,24-34,24-39,Open,65.44,66,195.0,-202.5,202.5,,202.5,132.5,-137.5,-137.5,,132.5,225.0,242.5,-257.5,,242.5,577.5,7,456.65,456.65,443.92,680.76,Yes,Japan,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Volodymyr Fedchenko,M,SBD,Raw,23.5,24-34,24-39,Open,65.76,66,185.0,190.0,195.0,,195.0,130.0,135.0,-140.0,,135.0,240.0,-255.0,-255.0,,240.0,570.0,8,448.91,448.91,436.28,668.23,Yes,Ukraine,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Ivo Liepinš,M,SBD,Raw,23.5,24-34,24-39,Open,65.18,66,170.0,175.0,177.5,,177.5,97.5,100.0,-102.5,,100.0,240.0,247.5,-252.5,,247.5,525.0,9,416.52,416.52,404.98,613.11,Yes,Latvia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Nicholas Lazarides,M,SBD,Raw,24.5,24-34,24-39,Open,65.75,66,160.0,170.0,-177.5,,170.0,107.5,112.5,115.0,,115.0,207.5,217.5,222.5,,222.5,507.5,10,399.73,399.73,388.5,585.72,Yes,South Africa,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Givi Margvelashvili,M,SBD,Raw,27.0,24-34,24-39,Open,65.32,66,140.0,160.0,-180.0,,160.0,120.0,130.0,135.0,,135.0,180.0,205.0,,,205.0,500.0,11,395.97,395.97,384.96,578.86,Yes,Georgia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Hayaru Koshimizu,M,SBD,Raw,23.5,24-34,24-39,Open,65.47,66,-190.0,-190.0,-190.0,,,120.0,-125.0,-132.5,,120.0,225.0,-235.0,-235.0,,225.0,,DQ,,,,,Yes,Japan,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Kjell Egil Bakkelund,M,SBD,Raw,28.5,24-34,24-39,Open,73.63,74,235.0,242.5,247.5,,247.5,175.0,182.5,187.5,,187.5,311.0,322.0,-330.0,,322.0,757.0,1,546.47,546.47,528.43,841.76,Yes,Norway,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Taylor Atwood,M,SBD,Raw,28.5,24-34,24-39,Open,73.83,74,245.0,257.5,265.5,,265.5,175.0,185.0,-190.0,,185.0,272.5,282.5,-292.5,,282.5,733.0,2,528.12,528.12,510.63,810.8,Yes,USA,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Yakov Ionin,M,SBD,Raw,31.0,24-34,24-39,Open,73.56,74,245.0,252.5,257.5,,257.5,165.0,-172.5,172.5,,172.5,275.0,285.0,-290.0,,285.0,715.0,3,516.5,516.5,499.48,790.89,Yes,Kazakhstan,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Yoshihiro Higa,M,SBD,Raw,26.0,24-34,24-39,Open,73.61,74,250.0,261.0,270.0,,270.0,140.0,150.0,-152.5,,150.0,100.0,200.0,275.0,,275.0,695.0,4,501.81,501.81,485.25,766.02,Yes,Japan,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Anatolii Goriachok,M,SBD,Raw,37.5,35-39,24-39,Open,73.41,74,220.0,230.0,240.0,,240.0,150.0,157.5,160.0,,160.0,280.0,292.5,-315.0,,292.5,692.5,5,500.98,500.98,484.51,764.46,Yes,Russia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Owen Hubbard,M,SBD,Raw,24.5,24-34,24-39,Open,73.64,74,232.5,-245.0,-245.0,,232.5,180.0,187.5,190.0,,190.0,250.0,262.5,-272.5,,262.5,685.0,6,494.44,494.44,478.12,753.55,Yes,Wales,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Rabah El Fekair,M,SBD,Raw,29.5,24-34,24-39,Open,73.76,74,-252.5,252.5,-261.5,,252.5,145.0,150.0,-152.5,,150.0,260.0,275.0,-292.5,,275.0,677.5,7,488.46,488.46,472.31,743.49,Yes,Algeria,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Aliaksandr Varabyou,M,SBD,Raw,26.5,24-34,24-39,Open,73.92,74,220.0,230.0,235.0,,235.0,160.0,170.0,175.0,,175.0,255.0,265.0,-275.0,,265.0,675.0,8,485.91,485.91,469.8,739.28,Yes,Belarus,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Sami Nieminen,M,SBD,Raw,41.5,40-44,40-49,Open,73.63,74,217.5,230.0,-235.0,,230.0,150.0,-152.5,-152.5,,150.0,290.0,-302.5,-305.0,,290.0,670.0,9,483.66,488.5,467.7,735.26,Yes,Finland,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Pasi Sipiläinen,M,SBD,Raw,38.5,35-39,24-39,Open,73.93,74,205.0,210.0,215.0,,215.0,155.0,160.0,-162.5,,160.0,275.0,285.0,-290.0,,285.0,660.0,10,475.07,475.07,459.31,720.89,Yes,Finland,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Karl Di Falco,M,SBD,Raw,26.5,24-34,24-39,Open,73.14,74,230.0,242.5,-250.0,,242.5,135.0,142.5,-147.5,,142.5,252.5,267.5,-282.5,,267.5,652.5,11,473.29,473.29,457.81,717.33,Yes,Australia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Oleksandr Makhov,M,SBD,Raw,26.5,24-34,24-39,Open,72.64,74,-240.0,240.0,-252.5,,240.0,140.0,-147.5,-147.5,,140.0,-270.0,270.0,-292.5,,270.0,650.0,12,473.83,473.83,458.46,717.85,Yes,Ukraine,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Joey Zinghini,M,SBD,Raw,28.5,24-34,24-39,Open,73.7,74,215.0,227.5,235.0,,235.0,135.0,140.0,145.0,,145.0,255.0,270.0,-280.0,,270.0,650.0,13,468.91,468.91,453.42,710.29,Yes,Australia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Bryce Thomson,M,SBD,Raw,24.5,24-34,24-39,Open,73.19,74,225.0,237.5,245.0,,245.0,112.5,120.0,122.5,,122.5,257.5,272.5,277.5,,277.5,645.0,14,467.62,467.62,452.31,707.75,Yes,Canada,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Wei-Chun Wu,M,SBD,Raw,26.5,24-34,24-39,Open,72.14,74,225.0,-230.0,-230.0,,225.0,-160.0,-160.0,160.0,,160.0,245.0,255.0,-260.0,,255.0,640.0,15,468.9,468.9,453.83,709.1,Yes,Taiwan,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Urban Mur,M,SBD,Raw,24.0,24-34,24-39,Open,73.66,74,215.0,225.0,232.5,,232.5,142.5,147.5,152.5,,152.5,227.5,242.5,-247.5,,242.5,627.5,16,452.85,452.85,437.9,683.04,Yes,Slovenia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Amir Asadollah Zadeh Rezaabadi,M,SBD,Raw,27.0,24-34,24-39,Open,71.58,74,212.5,225.0,-232.5,,225.0,127.5,137.5,-142.5,,137.5,242.5,257.5,-265.0,,257.5,620.0,17,456.87,456.87,442.33,688.26,Yes,Iran,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Ching-Hong Feng,M,SBD,Raw,38.5,35-39,24-39,Open,72.81,74,180.0,195.0,-200.0,,195.0,172.5,-180.0,-185.0,,172.5,230.0,250.0,-255.0,,250.0,617.5,18,449.37,449.37,434.75,676.55,Yes,Taiwan,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
James Duff,M,SBD,Raw,24.5,24-34,24-39,Open,73.62,74,230.0,-237.5,-237.5,,230.0,130.0,135.0,-140.0,,135.0,250.0,-257.5,,,250.0,615.0,19,444.0,444.0,429.35,668.01,Yes,England,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Sven Sigrist,M,SBD,Raw,28.5,24-34,24-39,Open,73.41,74,185.0,200.0,207.5,,207.5,125.0,132.5,-140.0,,132.5,225.0,245.0,260.0,,260.0,600.0,20,434.06,434.06,419.79,651.01,Yes,Switzerland,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Sergey Asaturov,M,SBD,Raw,32.5,24-34,24-39,Open,73.64,74,200.0,210.0,-215.0,,210.0,160.0,-162.5,-162.5,,160.0,230.0,-240.0,-240.0,,230.0,600.0,21,433.09,433.09,418.8,649.51,Yes,Armenia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Pedro Lins,M,SBD,Raw,24.0,24-34,24-39,Open,72.16,74,215.0,220.0,-227.5,,220.0,125.0,-130.0,-130.0,,125.0,230.0,247.5,-252.5,,247.5,592.5,22,434.01,434.01,420.05,650.04,Yes,Brazil,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Zurab Chkhetiani,M,SBD,Raw,32.5,24-34,24-39,Open,73.93,74,205.0,-215.0,-215.0,,205.0,140.0,150.0,-160.0,,150.0,220.0,230.0,-240.0,,230.0,585.0,23,421.08,421.08,407.12,629.33,Yes,Georgia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Jason Stolzenberg,M,SBD,Raw,23.5,24-34,24-39,Open,73.6,74,190.0,200.0,205.0,,205.0,120.0,125.0,127.5,,127.5,230.0,237.5,242.5,,242.5,575.0,24,415.2,415.2,401.51,619.16,Yes,South Africa,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Tomislav Kesić,M,SBD,Raw,25.0,24-34,24-39,Open,73.09,74,-200.0,200.0,-210.0,,200.0,120.0,-125.0,,,120.0,,,,,,,DQ,,,,,Yes,Croatia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Ulan Anuar,M,SBD,Raw,23.5,24-34,24-39,Open,82.4,83,260.0,272.5,277.5,,277.5,180.0,187.5,192.5,,192.5,300.0,315.0,325.0,,325.0,795.0,1,532.96,532.96,512.84,821.88,Yes,Kazakhstan,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Brett Gibbs,M,SBD,Raw,26.0,24-34,24-39,Open,82.89,83,275.0,290.0,-300.0,,290.0,192.5,202.5,208.5,,208.5,295.0,-317.5,-317.5,,295.0,793.5,2,530.08,530.08,509.93,816.93,Yes,New Zealand,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Alexey Kuzmin,M,SBD,Raw,34.5,24-34,24-39,Open,82.58,83,265.0,272.5,277.5,,277.5,175.0,182.5,187.5,,187.5,300.0,312.5,322.5,,322.5,787.5,3,527.25,527.25,507.29,812.14,Yes,Russia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Jacek Spychała,M,SBD,Raw,38.5,35-39,24-39,Open,82.79,83,250.0,257.5,265.0,,265.0,167.5,-177.5,177.5,,177.5,295.0,312.5,-315.0,,312.5,755.0,4,504.72,504.72,485.56,773.81,Yes,Poland,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Jure Rus,M,SBD,Raw,26.0,24-34,24-39,Open,82.16,83,265.0,275.0,277.5,,277.5,160.0,-165.0,165.0,,165.0,290.0,310.0,-315.0,,310.0,752.5,5,505.36,505.36,486.34,774.93,Yes,Slovenia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Deamo Baguga,M,SBD,Raw,30.5,24-34,24-39,Open,82.88,83,250.0,270.0,-275.0,,270.0,140.0,150.0,152.5,,152.5,285.0,315.0,-325.5,,315.0,737.5,6,492.7,492.7,473.98,753.35,Yes,Nauru,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Konstantin Dyashkin,M,SBD,Raw,32.5,24-34,24-39,Open,82.13,83,260.0,-267.5,-267.5,,260.0,170.0,175.0,-177.5,,175.0,300.0,-305.0,-305.0,,300.0,735.0,7,493.71,493.71,475.15,755.13,Yes,Russia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Clinton Lee #1,M,SBD,Raw,24.0,24-34,24-39,Open,81.44,83,252.5,-265.0,272.5,,272.5,167.5,-177.5,-177.5,,167.5,270.0,280.0,290.0,,290.0,730.0,8,492.88,492.88,474.52,753.71,Yes,Singapore,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Anton Karachentsev,M,SBD,Raw,33.5,24-34,24-39,Open,81.55,83,240.0,250.0,257.5,,257.5,165.0,172.5,175.0,,175.0,290.0,-305.0,-325.5,,290.0,722.5,9,487.41,487.41,469.23,744.41,Yes,Ukraine,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Daniel Worsley,M,SBD,Raw,23.5,24-34,24-39,Open,82.19,83,240.0,250.0,260.0,,260.0,160.0,167.5,-170.0,,167.5,267.5,280.0,290.0,,290.0,717.5,10,481.75,481.75,463.61,734.76,Yes,UK,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Aman Kapyshev,M,SBD,Raw,29.0,24-34,24-39,Open,82.61,83,260.0,270.0,-277.5,,270.0,165.0,175.0,-182.5,,175.0,250.0,-260.0,-260.0,,250.0,695.0,11,465.21,465.21,447.6,706.62,Yes,Kazakhstan,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Denis Jevdokimov,M,SBD,Raw,35.5,35-39,24-39,Open,82.88,83,237.5,245.0,-250.0,,245.0,182.5,190.0,-195.0,,190.0,250.0,260.0,-267.5,,260.0,695.0,12,464.31,464.31,446.66,705.06,Yes,Lithuania,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Mikko Ronkainen,M,SBD,Raw,29.5,24-34,24-39,Open,82.76,83,240.0,-250.0,-250.0,,240.0,160.0,-170.0,-170.0,,160.0,270.0,290.0,,,290.0,690.0,13,461.37,461.37,443.86,700.06,Yes,Finland,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Jakob Škarabot,M,SBD,Raw,25.5,24-34,24-39,Open,81.0,83,232.5,245.0,252.5,,252.5,122.5,130.0,135.0,,135.0,275.0,292.5,-302.5,,292.5,680.0,14,460.65,460.65,443.6,698.87,Yes,Slovenia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Eddie Prizeman,M,SBD,Raw,30.0,24-34,24-39,Open,82.25,83,215.0,232.5,235.0,,235.0,150.0,162.5,170.0,,170.0,240.0,260.0,270.0,,270.0,675.0,15,453.01,453.01,435.95,685.88,Yes,Switzerland,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Sean Ryan,M,SBD,Raw,29.5,24-34,24-39,Open,82.34,83,227.5,237.5,-245.0,,237.5,147.5,155.0,-157.5,,155.0,262.5,275.0,282.5,,282.5,675.0,16,452.71,452.71,435.64,685.37,Yes,Ireland,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Joey Ma,M,SBD,Raw,23.5,24-34,24-39,Open,82.7,83,242.5,252.5,-257.5,,252.5,125.0,-145.0,-145.0,,125.0,275.0,290.0,-302.5,,290.0,667.5,17,446.52,446.52,429.59,674.8,Yes,Netherlands,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Saeid Sharifi Sedeh,M,SBD,Raw,28.5,24-34,24-39,Open,82.1,83,240.0,-247.5,-247.5,,240.0,160.0,-167.5,167.5,,167.5,255.0,-262.5,-262.5,,255.0,662.5,18,445.11,445.11,428.38,672.44,Yes,Iran,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Adam Jones #1,M,SBD,Raw,29.5,24-34,24-39,Open,82.4,83,240.0,247.5,-252.5,,247.5,127.5,-132.5,-132.5,,127.5,275.0,287.5,-295.0,,287.5,662.5,19,444.14,444.14,427.37,670.77,Yes,Australia,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Jonathan Baptista,M,SBD,Raw,28.5,24-34,24-39,Open,81.83,83,230.0,240.0,-247.5,,240.0,152.5,160.0,-162.5,,160.0,-252.5,252.5,-267.5,,252.5,652.5,20,439.27,439.27,422.82,662.51,Yes,South Africa,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Ryan Lapadat,M,SBD,Raw,37.5,35-39,24-39,Open,82.1,83,222.5,230.0,235.0,,235.0,137.5,142.5,-145.0,,142.5,260.0,272.5,-275.0,,272.5,650.0,21,436.71,436.71,420.3,658.16,Yes,Canada,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Masatoshi Yokota,M,SBD,Raw,27.5,24-34,24-39,Open,82.28,83,-220.0,220.0,230.0,,230.0,150.0,157.5,-162.5,,157.5,245.0,255.0,262.5,,262.5,650.0,22,436.14,436.14,419.7,657.17,Yes,Japan,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Adam Keane,M,SBD,Raw,23.5,24-34,24-39,Open,82.7,83,-245.0,245.0,250.0,,250.0,120.0,127.5,130.0,,130.0,260.0,270.0,-277.5,,270.0,650.0,23,434.81,434.81,418.33,654.89,Yes,Ireland,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Fabian Gerritzen,M,SBD,Raw,29.0,24-34,24-39,Open,81.74,83,210.0,-230.0,230.0,,230.0,120.0,127.5,-130.0,,127.5,290.0,-307.5,-307.5,,290.0,647.5,24,436.19,436.19,419.88,657.28,Yes,Germany,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Gian Smit,M,SBD,Raw,27.0,24-34,24-39,Open,82.71,83,222.5,227.5,-235.0,,227.5,140.0,145.0,-150.0,,145.0,255.0,-265.0,-265.0,,255.0,627.5,25,419.73,419.73,403.81,629.23,Yes,South Africa,IPF,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
